Revenue,Quantity,Price,Total Cost,Profit,Order Date,Month,Customer Name,Region,Order Time (IST)
356.2,13,27.4,317.018,39.182,20-Sep-23,September,Customer 1437,Central,1:46 PM
278.01,9,30.89,186.2667,91.7433,05-Feb-24,February,Customer 954,North,9:40 AM
297.09,9,33.01,169.3413,127.7487,02-Jan-23,January,Customer 4324,North,8:06 PM
645.15,15,43.01,464.508,180.642,18-Jun-24,June,Customer 1286,Central,6:03 PM
460.92,12,38.41,248.8968,212.0232,14-Jun-23,June,Customer 2567,North,6:16 PM
758.4,12,63.2,637.056,121.344,25-Oct-24,October,Customer 3542,West,2:57 PM
940.38,14,67.17,846.342,94.038,28-Apr-23,April,Customer 402,South,2:35 PM
321.66,18,17.87,250.8948,70.7652,10-Oct-24,October,Customer 3205,South,7:36 PM
186.3,6,31.05,95.013,91.287,07-Dec-23,December,Customer 1379,East,7:51 PM
197.3,5,39.46,144.029,53.271,13-Jan-24,January,Customer 3225,East,2:50 PM
1094.99,13,84.23,810.2926,284.6974,04-Oct-24,October,Customer 754,West,9:41 PM
272.7,18,15.15,199.071,73.629,12-May-24,May,Customer 418,North,2:41 PM
666.91,17,39.23,386.8078,280.1022,30-Jan-24,January,Customer 2412,West,8:57 PM
677.36,8,84.67,575.756,101.604,10-Jul-24,July,Customer 1810,West,1:17 PM
444.24,12,37.02,399.816,44.424,16-Oct-23,October,Customer 3322,West,5:10 PM
1023.57,17,60.21,910.9773,112.5927,20-Jul-24,July,Customer 1005,East,10:53 AM
418.05,5,83.61,238.2885,179.7615,16-Feb-23,February,Customer 913,South,1:32 PM
198.98,2,99.49,111.4288,87.5512,12-Nov-23,November,Customer 2717,West,10:48 AM
1278.94,13,98.38,933.6262,345.3138,19-May-24,May,Customer 2210,West,1:44 PM
257.04,6,42.84,187.6392,69.4008,23-May-24,May,Customer 2170,Central,5:09 PM
173.32,7,24.76,143.8556,29.4644,16-Nov-24,November,Customer 4407,East,8:45 PM
44.97,3,14.99,26.0826,18.8874,21-May-23,May,Customer 2670,Central,10:29 AM
172.25,13,13.25,113.685,58.565,01-Jul-23,July,Customer 350,Central,9:54 AM
1504.64,16,94.04,1068.2944,436.3456,29-Sep-24,September,Customer 3929,West,7:35 PM
502.08,8,62.76,316.3104,185.7696,13-Sep-23,September,Customer 239,West,1:33 PM
245.76,4,61.44,184.32,61.44,21-Mar-23,March,Customer 4139,West,7:14 PM
151.44,6,25.24,83.292,68.148,15-May-23,May,Customer 3733,East,8:05 PM
503.46,18,27.97,357.4566,146.0034,15-Dec-24,December,Customer 1899,North,5:20 PM
524.2,10,52.42,298.794,225.406,16-Nov-23,November,Customer 2938,South,9:12 PM
643.06,11,58.46,405.1278,237.9322,05-Feb-24,February,Customer 1310,East,1:27 PM
211.77,13,16.29,133.4151,78.3549,19-Feb-23,February,Customer 2341,West,3:23 PM
138.6,5,27.72,77.616,60.984,12-Jan-24,January,Customer 4715,South,5:09 PM
1354.51,19,71.29,1164.8786,189.6314,09-Dec-24,December,Customer 4897,North,7:40 PM
634.5,9,70.5,317.25,317.25,05-Aug-23,August,Customer 3496,East,4:46 PM
514.78,7,73.54,458.1542,56.6258,11-Aug-24,August,Customer 4804,Central,3:28 PM
859.8,20,42.99,507.282,352.518,07-May-24,May,Customer 2208,South,10:22 AM
233.52,4,58.38,179.8104,53.7096,14-Jan-23,January,Customer 2303,Central,8:50 PM
915.61,19,48.19,540.2099,375.4001,01-Jul-23,July,Customer 2753,North,10:29 AM
908.25,15,60.55,635.775,272.475,28-Jul-24,July,Customer 2908,South,8:21 PM
586.65,15,39.11,334.3905,252.2595,20-Mar-24,March,Customer 2858,East,11:48 AM
320.11,7,45.73,208.0715,112.0385,03-Jul-24,July,Customer 121,East,8:01 PM
330.45,15,22.03,178.443,152.007,29-Aug-24,August,Customer 4896,South,9:59 AM
556.96,8,69.62,428.8592,128.1008,21-Oct-24,October,Customer 1688,North,9:27 AM
428.74,17,25.22,274.3936,154.3464,16-Jan-24,January,Customer 4604,North,6:41 PM
517.76,16,32.36,409.0304,108.7296,06-Sep-24,September,Customer 2069,North,11:55 AM
227.26,11,20.66,199.9888,27.2712,06-Sep-23,September,Customer 3202,East,1:21 PM
709.24,17,41.72,624.1312,85.1088,09-Aug-24,August,Customer 1434,East,9:01 AM
317.8,10,31.78,251.062,66.738,03-Mar-23,March,Customer 4861,North,2:15 PM
797.58,14,56.97,542.3544,255.2256,20-Jul-24,July,Customer 1682,South,12:18 PM
20.88,1,20.88,15.8688,5.0112,02-Nov-24,November,Customer 1954,East,9:10 AM
98.64,8,12.33,56.2248,42.4152,08-Jul-23,July,Customer 3310,South,5:53 PM
338.6,20,16.93,176.072,162.528,04-Dec-24,December,Customer 266,Central,4:25 PM
1238.16,14,88.44,643.8432,594.3168,03-May-23,May,Customer 149,Central,3:58 PM
1291.14,18,71.73,658.4814,632.6586,03-Jan-24,January,Customer 201,East,9:40 AM
334.05,5,66.81,293.964,40.086,10-Jul-23,July,Customer 4983,South,11:20 AM
330.96,6,55.16,168.7896,162.1704,28-Feb-24,February,Customer 1388,North,9:48 PM
202.23,9,22.47,105.1596,97.0704,08-Jul-24,July,Customer 4424,West,9:23 AM
463.38,6,77.23,315.0984,148.2816,25-Dec-23,December,Customer 2625,South,11:21 AM
156,6,26,93.6,62.4,20-Oct-24,October,Customer 1546,West,2:47 PM
236.82,3,78.94,208.4016,28.4184,14-Mar-23,March,Customer 1370,West,9:54 PM
1125.74,14,80.41,934.3642,191.3758,24-Jul-24,July,Customer 499,West,9:38 AM
1068.37,19,56.23,897.4308,170.9392,03-Jan-24,January,Customer 951,South,9:21 AM
210.42,6,35.07,122.0436,88.3764,26-Nov-23,November,Customer 4960,East,6:52 PM
796.6,10,79.66,462.028,334.572,09-Nov-23,November,Customer 2792,East,11:29 AM
27.96,2,13.98,23.766,4.194,22-Jun-23,June,Customer 4200,North,7:44 PM
465.66,18,25.87,311.9922,153.6678,01-Mar-24,March,Customer 4050,South,9:00 PM
68,1,68,42.84,25.16,20-Oct-23,October,Customer 3377,West,9:09 PM
243.54,11,22.14,197.2674,46.2726,21-Mar-23,March,Customer 1410,West,9:49 PM
235.6,8,29.45,150.784,84.816,10-Jul-24,July,Customer 1713,North,9:32 AM
1517.4,20,75.87,1350.486,166.914,26-Oct-23,October,Customer 94,North,3:01 PM
530.72,8,66.34,334.3536,196.3664,27-Nov-23,November,Customer 1475,North,9:47 PM
1211.85,15,80.79,957.3615,254.4885,07-Feb-23,February,Customer 2366,South,9:42 PM
301.42,14,21.53,189.8946,111.5254,06-Jun-23,June,Customer 73,North,8:52 PM
468.39,13,36.03,412.1832,56.2068,22-Nov-23,November,Customer 4206,West,3:35 PM
191.1,5,38.22,166.257,24.843,02-Feb-24,February,Customer 1240,South,4:03 PM
1287.58,17,75.74,759.6722,527.9078,05-Feb-24,February,Customer 130,East,6:27 PM
197.58,3,65.86,175.8462,21.7338,24-Jun-23,June,Customer 190,West,9:26 PM
1434.6,20,71.73,860.76,573.84,26-Sep-24,September,Customer 290,West,2:31 PM
283.2,20,14.16,169.92,113.28,03-Oct-24,October,Customer 1992,Central,8:38 PM
475.36,8,59.42,413.5632,61.7968,11-Jun-23,June,Customer 1040,Central,4:07 PM
437.8,5,87.56,319.594,118.206,03-Jan-24,January,Customer 1887,East,1:14 PM
333.6,15,22.24,263.544,70.056,09-Aug-24,August,Customer 3558,Central,4:58 PM
812.76,13,62.52,406.38,406.38,19-May-24,May,Customer 601,South,10:54 AM
1055.01,11,95.91,949.509,105.501,06-Jan-23,January,Customer 1911,West,6:51 PM
1022.96,19,53.84,675.1536,347.8064,01-Jun-23,June,Customer 4200,East,6:04 PM
876.78,9,97.42,745.263,131.517,22-Mar-23,March,Customer 3575,West,6:53 PM
1580.76,18,87.82,1312.0308,268.7292,10-Feb-24,February,Customer 2311,West,10:20 AM
136.28,2,68.14,95.396,40.884,05-Oct-24,October,Customer 835,West,4:30 PM
638.55,11,58.05,408.672,229.878,12-Aug-23,August,Customer 1231,Central,7:53 PM
365.76,4,91.44,325.5264,40.2336,29-May-23,May,Customer 4844,West,1:39 PM
263.84,4,65.96,137.1968,126.6432,03-Apr-23,April,Customer 2818,West,2:08 PM
25.93,1,25.93,18.4103,7.5197,19-Mar-23,March,Customer 3863,South,6:29 PM
255.36,7,36.48,196.6272,58.7328,21-May-23,May,Customer 4672,Central,1:16 PM
177.54,6,29.59,118.9518,58.5882,28-Oct-23,October,Customer 1924,West,5:41 PM
205.88,4,51.47,152.3512,53.5288,30-Apr-24,April,Customer 383,West,4:45 PM
233.8,4,58.45,140.28,93.52,18-Mar-23,March,Customer 1475,South,7:40 PM
314.28,12,26.19,226.2816,87.9984,26-Dec-24,December,Customer 4323,West,9:07 PM
218.5,19,11.5,183.54,34.96,30-Jun-23,June,Customer 2870,North,9:31 PM
313.8,4,78.45,182.004,131.796,21-Sep-23,September,Customer 2795,South,2:09 PM
427.84,14,30.56,269.5392,158.3008,30-Mar-23,March,Customer 696,Central,11:21 AM
950.73,11,86.43,770.0913,180.6387,14-Oct-23,October,Customer 4294,West,11:21 AM
1218.84,14,87.06,767.8692,450.9708,21-Feb-23,February,Customer 1939,Central,2:37 PM
123.72,12,10.31,82.8924,40.8276,26-Apr-23,April,Customer 2868,East,8:11 PM
1062.46,14,75.89,626.8514,435.6086,23-Nov-23,November,Customer 3908,North,9:18 AM
485.91,9,53.99,417.8826,68.0274,19-Jul-24,July,Customer 505,East,4:43 PM
192.52,4,48.13,148.2404,44.2796,01-Oct-24,October,Customer 1669,West,7:22 PM
150.94,2,75.47,86.0358,64.9042,01-Dec-23,December,Customer 966,East,10:24 AM
955.89,13,73.53,764.712,191.178,31-Jul-23,July,Customer 1696,South,12:49 PM
1626.22,17,95.66,1073.3052,552.9148,03-Dec-24,December,Customer 20,North,5:59 PM
967.78,11,87.98,493.5678,474.2122,22-Sep-24,September,Customer 2865,East,8:59 PM
1559.07,17,91.71,1262.8467,296.2233,23-Feb-24,February,Customer 1517,South,9:09 PM
435.65,5,87.13,357.233,78.417,14-Feb-23,February,Customer 4626,North,1:13 PM
240.35,11,21.85,211.508,28.842,18-Mar-24,March,Customer 645,South,3:16 PM
1003.4,20,50.17,592.006,411.394,06-Jun-23,June,Customer 2074,East,1:40 PM
126.5,10,12.65,102.465,24.035,26-Sep-24,September,Customer 182,North,10:11 AM
636.14,17,37.42,566.1646,69.9754,08-Oct-23,October,Customer 4996,West,11:08 AM
118.28,4,29.57,63.8712,54.4088,10-Feb-23,February,Customer 2959,North,10:50 AM
239.68,16,14.98,141.4112,98.2688,12-Feb-23,February,Customer 4294,North,1:46 PM
1134.87,19,59.73,941.9421,192.9279,22-Nov-23,November,Customer 3433,East,1:20 PM
173.49,3,57.83,143.9967,29.4933,25-Oct-24,October,Customer 3968,East,9:13 PM
1117.41,17,65.73,603.4014,514.0086,13-Jan-23,January,Customer 2193,West,8:11 PM
59,4,14.75,35.99,23.01,10-Feb-23,February,Customer 1158,East,3:12 PM
77.56,7,11.08,65.926,11.634,14-Jan-23,January,Customer 762,South,1:03 PM
182.43,9,20.27,93.0393,89.3907,19-Aug-23,August,Customer 826,South,10:47 AM
855.6,20,42.78,598.92,256.68,09-Jun-23,June,Customer 415,North,2:14 PM
234.76,4,58.69,129.118,105.642,04-May-23,May,Customer 2073,Central,11:01 AM
120.75,5,24.15,92.9775,27.7725,21-Nov-23,November,Customer 6,West,9:56 PM
920.55,17,54.15,662.796,257.754,28-Oct-24,October,Customer 4987,North,5:40 PM
51.85,5,10.37,37.332,14.518,07-Oct-24,October,Customer 814,East,9:12 AM
462.6,18,25.7,268.308,194.292,15-Oct-24,October,Customer 4282,East,12:32 PM
466.9,10,46.69,256.795,210.105,08-Aug-23,August,Customer 4404,South,2:38 PM
78.35,5,15.67,60.3295,18.0205,02-Mar-23,March,Customer 183,South,1:53 PM
1716.3,18,95.35,1149.921,566.379,24-Sep-24,September,Customer 378,Central,3:13 PM
724.32,9,80.48,528.7536,195.5664,20-Sep-24,September,Customer 3170,South,12:28 PM
528.33,11,48.03,449.0805,79.2495,23-Aug-24,August,Customer 4642,East,10:52 AM
134.1,5,26.82,69.732,64.368,23-Jul-23,July,Customer 4995,South,3:33 PM
714.42,18,39.69,607.257,107.163,26-Oct-23,October,Customer 385,North,5:05 PM
311.96,4,77.99,202.774,109.186,08-Aug-23,August,Customer 715,West,10:07 AM
953.16,12,79.43,619.554,333.606,20-Jun-23,June,Customer 2064,North,9:47 PM
37.54,2,18.77,20.2716,17.2684,05-Aug-23,August,Customer 2293,East,1:20 PM
172.36,4,43.09,151.6768,20.6832,14-Feb-23,February,Customer 303,North,9:24 PM
423.55,5,84.71,326.1335,97.4165,17-Aug-24,August,Customer 727,Central,11:01 AM
789.75,13,60.75,434.3625,355.3875,20-Jul-24,July,Customer 4911,North,6:14 PM
1138.14,18,63.23,864.9864,273.1536,28-Apr-24,April,Customer 2271,East,11:05 AM
916.16,14,65.44,824.544,91.616,28-Sep-23,September,Customer 3138,Central,3:49 PM
89.81,7,12.83,75.4404,14.3696,27-Jun-23,June,Customer 1361,West,11:52 AM
240.24,3,80.08,192.192,48.048,09-Nov-24,November,Customer 3167,Central,7:57 PM
478.5,15,31.9,378.015,100.485,09-Dec-24,December,Customer 3298,West,1:44 PM
1157.19,17,68.07,648.0264,509.1636,14-Mar-23,March,Customer 4175,South,11:37 AM
1425.44,16,89.09,798.2464,627.1936,12-Oct-24,October,Customer 4386,North,2:33 PM
222.21,9,24.69,179.9901,42.2199,04-Feb-23,February,Customer 1890,West,3:40 PM
1104.48,18,61.36,607.464,497.016,20-Jul-24,July,Customer 3473,Central,10:00 AM
345.7,5,69.14,235.076,110.624,23-May-24,May,Customer 3731,Central,1:20 PM
1004.08,14,71.72,622.5296,381.5504,05-Feb-24,February,Customer 2114,East,9:32 AM
96.75,3,32.25,67.725,29.025,18-Jan-23,January,Customer 540,West,9:35 PM
542.88,9,60.32,304.0128,238.8672,15-Oct-23,October,Customer 2555,North,1:24 PM
79.23,3,26.41,40.4073,38.8227,31-Jul-24,July,Customer 1215,Central,2:28 PM
377.28,18,20.96,301.824,75.456,04-Jan-24,January,Customer 1864,South,3:20 PM
609.52,8,76.19,347.4264,262.0936,11-Mar-24,March,Customer 3638,West,5:50 PM
147.66,3,49.22,91.5492,56.1108,04-Mar-23,March,Customer 3237,South,2:54 PM
133.62,3,44.54,90.8616,42.7584,10-Oct-24,October,Customer 4406,North,4:27 PM
105.04,8,13.13,65.1248,39.9152,03-May-24,May,Customer 576,Central,9:34 AM
327.6,12,27.3,203.112,124.488,25-Jan-23,January,Customer 466,West,11:00 AM
70.51,1,70.51,57.1131,13.3969,03-Jun-24,June,Customer 2409,Central,7:27 PM
444.12,12,37.01,333.09,111.03,02-Dec-24,December,Customer 3361,North,4:16 PM
530.88,14,37.92,451.248,79.632,20-Oct-24,October,Customer 1788,South,4:28 PM
1759.4,19,92.6,1213.986,545.414,21-Oct-24,October,Customer 818,Central,2:06 PM
568.82,17,33.46,352.6684,216.1516,06-Nov-24,November,Customer 3799,Central,9:03 PM
27.87,1,27.87,20.0664,7.8036,26-Nov-23,November,Customer 1459,North,1:38 PM
207.36,16,12.96,122.3424,85.0176,25-Sep-23,September,Customer 4849,West,2:44 PM
305.55,9,33.95,186.3855,119.1645,08-Oct-23,October,Customer 1393,Central,11:44 AM
942.84,12,78.57,688.2732,254.5668,06-May-24,May,Customer 3250,North,2:23 PM
489.44,19,25.76,430.7072,58.7328,10-Sep-23,September,Customer 414,Central,7:29 PM
1888.22,19,99.38,1283.9896,604.2304,11-Jan-24,January,Customer 2312,East,2:54 PM
1249.12,16,78.07,874.384,374.736,19-May-23,May,Customer 1428,West,12:54 PM
553.86,6,92.31,299.0844,254.7756,10-Aug-23,August,Customer 3355,South,12:05 PM
536.48,14,38.32,278.9696,257.5104,23-Feb-24,February,Customer 2331,South,9:34 PM
72.6,5,14.52,57.354,15.246,18-Sep-24,September,Customer 4088,Central,12:25 PM
434.5,10,43.45,356.29,78.21,19-Dec-23,December,Customer 1045,South,3:46 PM
735.36,16,45.96,654.4704,80.8896,09-Jan-24,January,Customer 704,West,4:32 PM
636.3,15,42.42,540.855,95.445,22-Dec-23,December,Customer 4467,West,5:33 PM
44.49,1,44.49,36.9267,7.5633,06-Jan-23,January,Customer 3097,North,10:45 AM
631.35,9,70.15,454.572,176.778,04-Jan-23,January,Customer 4828,South,2:58 PM
124.29,3,41.43,99.432,24.858,29-Jul-24,July,Customer 2205,South,7:32 PM
613.36,17,36.08,515.2224,98.1376,26-Jun-24,June,Customer 3445,South,12:03 PM
288.39,3,96.13,236.4798,51.9102,10-Nov-24,November,Customer 266,West,5:36 PM
139.44,7,19.92,89.2416,50.1984,17-Oct-24,October,Customer 3067,West,11:43 AM
137.92,8,17.24,92.4064,45.5136,11-Sep-23,September,Customer 1833,South,12:43 PM
583.9,10,58.39,379.535,204.365,12-Sep-24,September,Customer 3759,North,9:10 AM
529.97,7,75.71,360.3796,169.5904,12-Jul-24,July,Customer 795,West,9:50 AM
863.6,20,43.18,777.24,86.36,18-Sep-23,September,Customer 461,South,10:35 AM
940.03,13,72.31,573.4183,366.6117,07-May-23,May,Customer 1932,North,9:59 PM
462.8,20,23.14,254.54,208.26,14-Dec-24,December,Customer 2440,North,11:04 AM
850.8,20,42.54,544.512,306.288,16-Apr-24,April,Customer 3691,West,1:49 PM
211.48,4,52.87,109.9696,101.5104,19-May-23,May,Customer 4916,North,3:49 PM
217.63,7,31.09,141.4595,76.1705,02-Feb-23,February,Customer 2594,South,7:05 PM
408.51,17,24.03,224.6805,183.8295,17-Sep-24,September,Customer 3210,North,4:15 PM
950.73,11,86.43,503.8869,446.8431,19-Oct-24,October,Customer 4414,Central,9:06 PM
1551.73,19,81.67,791.3823,760.3477,08-Jan-23,January,Customer 696,West,11:34 AM
319.83,7,45.69,188.6997,131.1303,24-Aug-23,August,Customer 3965,North,1:45 PM
1263.92,14,90.28,707.7952,556.1248,08-Apr-23,April,Customer 2639,East,9:20 PM
84.98,2,42.49,57.7864,27.1936,08-Feb-23,February,Customer 808,Central,6:31 PM
174,8,21.75,140.94,33.06,21-Dec-23,December,Customer 4778,Central,9:34 PM
725,20,36.25,522,203,08-Apr-23,April,Customer 42,West,11:39 AM
75.72,3,25.24,44.6748,31.0452,11-Sep-23,September,Customer 3620,West,6:56 PM
46.2,2,23.1,40.194,6.006,04-Apr-23,April,Customer 2719,North,8:21 PM
1521.52,19,80.08,912.912,608.608,17-Aug-24,August,Customer 3866,North,4:28 PM
882.9,18,49.05,741.636,141.264,22-Jun-24,June,Customer 3998,Central,6:24 PM
999.3,10,99.93,589.587,409.713,10-Apr-23,April,Customer 4498,East,8:32 PM
1272.81,19,66.99,941.8794,330.9306,09-Feb-23,February,Customer 1109,South,6:23 PM
1176.42,14,84.03,658.7952,517.6248,18-Sep-24,September,Customer 2943,Central,11:25 AM
1255.14,19,66.06,891.1494,363.9906,25-Feb-23,February,Customer 1258,West,1:36 PM
130.96,4,32.74,68.0992,62.8608,05-May-24,May,Customer 1934,West,1:51 PM
828.32,16,51.77,728.9216,99.3984,21-Jul-24,July,Customer 2195,Central,3:20 PM
518.7,15,34.58,285.285,233.415,28-Jan-24,January,Customer 1249,North,3:39 PM
151.47,3,50.49,83.3085,68.1615,04-Sep-23,September,Customer 487,East,2:16 PM
1501.4,20,75.07,870.812,630.588,10-Aug-24,August,Customer 2409,West,11:55 AM
264.46,14,18.89,163.9652,100.4948,24-Feb-23,February,Customer 4871,Central,1:39 PM
49.59,3,16.53,39.1761,10.4139,31-Jan-23,January,Customer 4771,Central,10:00 AM
187.11,9,20.79,121.6215,65.4885,23-Dec-23,December,Customer 1221,East,6:04 PM
360.72,12,30.06,198.396,162.324,03-Aug-24,August,Customer 3699,West,10:13 AM
160.76,4,40.19,86.8104,73.9496,20-Sep-24,September,Customer 4672,East,10:59 AM
712.98,18,39.61,356.49,356.49,23-Mar-24,March,Customer 3994,North,9:36 PM
508.44,6,84.74,371.1612,137.2788,17-Jul-23,July,Customer 948,East,3:41 PM
1281.55,19,67.45,717.668,563.882,29-Jun-23,June,Customer 4104,Central,1:25 PM
466.9,10,46.69,350.175,116.725,23-Nov-23,November,Customer 1766,Central,2:04 PM
1343.52,18,74.64,712.0656,631.4544,19-May-24,May,Customer 2501,North,9:51 AM
45.5,1,45.5,37.31,8.19,28-Apr-24,April,Customer 2807,North,11:41 AM
162.46,2,81.23,84.4792,77.9808,23-Feb-24,February,Customer 1034,South,2:47 PM
179.08,2,89.54,136.1008,42.9792,27-Oct-24,October,Customer 609,East,10:52 AM
1407,15,93.8,886.41,520.59,31-Dec-24,December,Customer 891,Central,3:48 PM
583.02,9,64.78,326.4912,256.5288,28-Feb-24,February,Customer 2801,West,9:07 AM
162.9,5,32.58,136.836,26.064,22-May-23,May,Customer 21,East,1:46 PM
611.64,9,67.96,470.9628,140.6772,18-Aug-23,August,Customer 3598,South,9:13 PM
281.61,7,40.23,211.2075,70.4025,15-May-23,May,Customer 3139,North,1:41 PM
880.2,12,73.35,660.15,220.05,20-Apr-23,April,Customer 2480,South,1:59 PM
452.1,6,75.35,226.05,226.05,26-May-23,May,Customer 4749,South,4:38 PM
242,11,22,128.26,113.74,18-Jan-23,January,Customer 2257,Central,10:53 AM
621.6,14,44.4,484.848,136.752,14-Jul-24,July,Customer 2819,Central,12:08 PM
73.53,1,73.53,55.1475,18.3825,08-Sep-23,September,Customer 727,North,1:41 PM
160.93,7,22.99,99.7766,61.1534,01-Mar-24,March,Customer 4767,East,9:37 AM
73,2,36.5,49.64,23.36,07-Oct-23,October,Customer 3724,West,5:17 PM
238.26,3,79.42,121.5126,116.7474,03-Feb-24,February,Customer 4092,North,2:26 PM
317.22,17,18.66,174.471,142.749,09-Aug-24,August,Customer 1906,North,12:54 PM
43.56,2,21.78,39.204,4.356,10-Oct-23,October,Customer 3653,Central,8:37 PM
453.88,7,64.84,249.634,204.246,19-Jul-23,July,Customer 2281,South,12:31 PM
1003.5,15,66.9,812.835,190.665,01-Mar-24,March,Customer 4527,Central,2:47 PM
346.96,8,43.37,294.916,52.044,12-Feb-23,February,Customer 569,South,3:03 PM
389.64,17,22.92,257.1624,132.4776,11-Dec-23,December,Customer 2661,West,6:35 PM
284.97,3,94.99,148.1844,136.7856,02-Aug-23,August,Customer 2680,South,1:54 PM
325.17,9,36.13,188.5986,136.5714,02-Apr-24,April,Customer 2940,West,1:36 PM
190.56,6,31.76,150.5424,40.0176,18-Jul-24,July,Customer 2940,South,7:44 PM
359.06,13,27.62,323.154,35.906,06-Dec-24,December,Customer 374,North,1:28 PM
274.65,15,18.31,227.9595,46.6905,27-Aug-23,August,Customer 157,East,4:28 PM
732.24,8,91.53,512.568,219.672,23-Sep-24,September,Customer 3333,North,5:31 PM
196.35,11,17.85,135.4815,60.8685,03-Apr-24,April,Customer 2898,East,7:34 PM
386.37,9,42.93,251.1405,135.2295,08-Oct-23,October,Customer 816,East,11:39 AM
1394.46,18,77.47,878.5098,515.9502,19-Aug-24,August,Customer 457,East,6:49 PM
90.08,8,11.26,51.3456,38.7344,01-Feb-24,February,Customer 3128,Central,1:58 PM
151.96,4,37.99,98.774,53.186,21-Mar-23,March,Customer 1901,South,10:16 AM
1199.88,18,66.66,755.9244,443.9556,23-May-23,May,Customer 1744,North,2:56 PM
29.18,2,14.59,20.7178,8.4622,30-Nov-24,November,Customer 327,North,4:17 PM
544.73,19,28.67,419.4421,125.2879,27-Jun-23,June,Customer 4860,Central,1:58 PM
660.9,10,66.09,403.149,257.751,15-May-24,May,Customer 4499,South,5:32 PM
519.19,7,74.17,311.514,207.676,26-Mar-23,March,Customer 617,North,7:17 PM
218.8,20,10.94,155.348,63.452,14-Aug-23,August,Customer 1085,South,5:13 PM
191.66,2,95.83,136.0786,55.5814,24-Dec-24,December,Customer 293,North,7:47 PM
845.1,15,56.34,557.766,287.334,17-Sep-24,September,Customer 2885,North,11:55 AM
445.8,20,22.29,271.938,173.862,30-Jan-24,January,Customer 2897,North,3:29 PM
980.59,19,51.61,627.5776,353.0124,25-Oct-23,October,Customer 1128,South,2:30 PM
1602.42,17,94.26,849.2826,753.1374,03-Feb-23,February,Customer 686,South,11:46 AM
1334.75,19,70.25,907.63,427.12,24-Sep-24,September,Customer 1251,South,5:59 PM
123.16,2,61.58,103.4544,19.7056,03-Mar-23,March,Customer 976,North,8:11 PM
766.8,10,76.68,644.112,122.688,28-Apr-23,April,Customer 2798,North,9:23 AM
806.04,18,44.78,435.2616,370.7784,12-Nov-23,November,Customer 3939,South,12:49 PM
152.25,3,50.75,79.17,73.08,22-Jan-24,January,Customer 4231,East,9:21 AM
436.81,11,39.71,318.8713,117.9387,12-Nov-23,November,Customer 2663,North,6:13 PM
67.03,1,67.03,49.6022,17.4278,24-Nov-24,November,Customer 3640,South,5:14 PM
528.96,6,88.16,386.1408,142.8192,26-Nov-24,November,Customer 1021,South,2:38 PM
67.8,3,22.6,48.138,19.662,21-Jan-23,January,Customer 4861,Central,10:33 AM
314.72,16,19.67,157.36,157.36,20-Aug-24,August,Customer 1013,Central,2:56 PM
793.95,15,52.93,571.644,222.306,06-Jul-24,July,Customer 1768,North,8:49 PM
513.37,13,39.49,379.8938,133.4762,13-Sep-24,September,Customer 3271,West,9:07 PM
173.6,14,12.4,107.632,65.968,15-Nov-24,November,Customer 3574,East,8:15 PM
360.15,15,24.01,216.09,144.06,20-Aug-23,August,Customer 3533,Central,3:22 PM
338.25,15,22.55,226.6275,111.6225,15-Feb-24,February,Customer 4013,South,11:07 AM
385.84,8,48.23,254.6544,131.1856,03-Jun-24,June,Customer 3617,East,7:45 PM
284.58,9,31.62,182.1312,102.4488,19-Feb-24,February,Customer 1829,Central,7:58 PM
822.91,11,74.81,411.455,411.455,15-Oct-23,October,Customer 3836,East,6:32 PM
93.75,1,93.75,65.625,28.125,17-Apr-24,April,Customer 2414,Central,6:15 PM
703.17,13,54.09,604.7262,98.4438,18-Oct-23,October,Customer 4917,East,12:58 PM
580.86,9,64.54,505.3482,75.5118,01-Nov-23,November,Customer 1375,East,5:02 PM
744.75,9,82.75,476.64,268.11,06-Jun-24,June,Customer 3126,North,9:45 AM
334.04,7,47.72,210.4452,123.5948,25-Jul-23,July,Customer 141,South,3:38 PM
304.2,6,50.7,243.36,60.84,10-Oct-23,October,Customer 1882,Central,12:20 PM
40.88,2,20.44,27.3896,13.4904,02-Apr-23,April,Customer 2694,South,11:14 AM
1201.18,19,63.22,936.9204,264.2596,22-Aug-23,August,Customer 683,North,12:12 PM
549.99,9,61.11,307.9944,241.9956,13-Nov-24,November,Customer 4450,North,4:47 PM
145.2,11,13.2,114.708,30.492,19-Jan-23,January,Customer 4184,South,8:46 PM
1090.65,15,72.71,763.455,327.195,07-Jun-24,June,Customer 824,North,12:27 PM
1098.36,12,91.53,669.9996,428.3604,15-Apr-24,April,Customer 2981,Central,4:49 PM
204.04,4,51.01,169.3532,34.6868,16-Dec-24,December,Customer 901,North,4:19 PM
290.67,3,96.89,162.7752,127.8948,14-Jun-24,June,Customer 4762,East,4:21 PM
307.52,8,38.44,255.2416,52.2784,26-Sep-23,September,Customer 2288,North,9:50 PM
478.05,5,95.61,301.1715,176.8785,07-Jul-23,July,Customer 3567,Central,6:39 PM
733.04,8,91.63,498.4672,234.5728,23-Dec-23,December,Customer 4536,Central,9:28 AM
132.65,5,26.53,83.5695,49.0805,07-Mar-24,March,Customer 4116,East,4:26 PM
730.4,8,91.3,379.808,350.592,25-Jan-23,January,Customer 2463,North,9:59 PM
890,10,89,596.3,293.7,02-Jul-24,July,Customer 3367,South,10:07 AM
